Uni	Char	STB	Attest	GB	Big5	Uni	Z
\u89BE	覾	U	0	no	yes	yes	no
\u89BF	覿	T	1	no	yes	yes	no
\u89C0	觀	T	140	no	yes	yes	no
\u89C1	见	S	260	yes	no	yes	yes
\u89C2	观	S	140	yes	no	yes	yes
\u89C3	觃	U	0	no	no	yes	no
\u89C4	规	S	109	yes	no	yes	yes
\u89C5	觅	S	11	yes	no	yes	yes
\u89C6	视	S	206	yes	no	yes	yes
\u89C7	觇	S	2	yes	no	yes	yes
\u89C8	览	S	40	yes	no	yes	yes
\u89C9	觉	S	66	yes	no	yes	yes
\u89CA	觊	S	2	yes	no	yes	yes
\u89CB	觋	S	2	yes	no	yes	yes
\u89CC	觌	S	1	yes	no	yes	yes
\u89CD	觍	S	1	no	no	yes	no
\u89CE	觎	S	2	yes	no	yes	yes
\u89CF	觏	S	1	yes	no	yes	yes
\u89D0	觐	S	3	yes	no	yes	yes
\u89D1	觑	S	14	yes	no	yes	yes
\u89D2	角	B	273	yes	yes	yes	yes
\u89D3	觓	U	0	no	yes	yes	no
\u89D4	觔	B	1	no	yes	yes	no
\u89D5	觕	T	1	no	yes	yes	no
\u89D6	觖	B	1	yes	yes	yes	yes
\u89D9	觙	U	0	no	yes	yes	no
\u89DA	觚	B	3	yes	yes	yes	yes
\u89DB	觛	U	0	no	yes	yes	no
\u89DC	觜	B	7	yes	yes	yes	yes
\u89DD	觝	B	1	no	yes	yes	no
\u89DE	觞	S	2	yes	no	yes	yes
\u89DF	觟	U	0	no	yes	yes	no
\u89E0	觠	U	0	no	yes	yes	no
\u89E1	觡	B	1	no	yes	yes	no
\u89E2	觢	U	0	no	yes	yes	no
\u89E3	解	B	259	yes	yes	yes	yes
\u89E4	觤	U	0	no	yes	yes	no
\u89E5	觥	B	4	yes	yes	yes	yes
\u89E6	触	S	62	yes	yes	yes	yes
\u89E7	觧	U	0	no	no	yes	no
\u89E8	觨	U	0	no	yes	yes	no
\u89E9	觩	B	1	no	yes	yes	no
\u89EB	觫	B	1	yes	yes	yes	yes
\u89EC	觬	U	0	no	yes	yes	no
\u89ED	觭	B	1	no	yes	yes	no
\u89EF	觯	S	1	yes	no	yes	yes
\u89F0	觰	U	0	no	yes	yes	no
\u89F1	觱	B	3	no	yes	yes	no
\u89F2	觲	U	0	no	yes	yes	no
\u89F3	觳	B	1	yes	yes	yes	yes
\u89F4	觴	T	2	no	yes	yes	no
\u89F5	觵	B	1	no	no	yes	no
\u89F6	觶	T	1	no	yes	yes	no
\u89F7	觷	B	1	no	yes	yes	no
\u89F8	觸	T	62	no	yes	yes	no
\u89F9	觹	U	0	no	no	yes	no
\u89FA	觺	B	1	no	yes	yes	no
\u89FB	觻	U	0	no	yes	yes	no
\u89FC	觼	B	1	no	yes	yes	no
\u89FD	觽	B	2	no	no	no	no
\u89FE	觾	B	1	no	yes	yes	no
\u89FF	觿	B	1	no	yes	yes	no
\u8A00	言	B	317	yes	yes	yes	yes
\u8A01	訁	T	1	no	no	yes	yes
\u8A02	訂	T	45	no	yes	yes	no
\u8A03	訃	T	3	no	yes	yes	no
\u8A04	訄	U	0	no	yes	yes	no
\u8A07	訇	B	3	yes	yes	yes	yes
\u8A08	計	T	227	no	yes	yes	no
\u8A0A	訊	B	62	no	yes	yes	no
\u8A0C	訌	T	2	no	yes	yes	no
\u8A0E	討	T	59	no	yes	yes	no
\u8A0F	訏	B	1	no	yes	yes	no
\u8A10	訐	T	2	no	yes	yes	no
\u8A11	訑	B	1	no	yes	yes	no
\u8A12	訒	T	1	no	yes	yes	no
\u8A13	訓	T	48	no	yes	yes	no
\u8A15	訕	T	7	no	yes	yes	no
\u8A16	訖	T	5	no	yes	yes	no
\u8A17	託	T	25	no	yes	yes	no
\u8A18	記	T	190	no	yes	yes	no
\u8A1A	訚	S	2	no	no	yes	no
\u8A1B	訛	T	10	no	yes	yes	no
\u8A1C	訜	U	0	no	no	yes	no
\u8A1D	訝	T	4	no	yes	yes	no
\u8A1E	訞	U	0	no	yes	yes	no
\u8A1F	訟	T	16	no	yes	yes	no
\u8A22	訢	T	3	no	yes	yes	no
\u8A23	訣	T	8	no	yes	yes	no
\u8A25	訥	T	14	no	yes	yes	no
\u8A27	訧	B	1	no	yes	yes	no
\u8A28	訨	U	0	no	no	yes	no
\u8A29	訩	U	0	no	no	yes	no
\u8A2A	訪	T	64	no	yes	yes	no
\u8A2B	訫	U	0	no	no	yes	no
\u8A2C	訬	B	1	no	yes	yes	no
\u8A2D	設	T	99	no	yes	yes	no
\u8A30	訰	U	0	no	yes	yes	no
\u8A31	許	T	64	no	yes	yes	no
\u8A32	訲	U	0	no	no	yes	no
\u8A33	訳	B	1	no	no	yes	no
\u8A34	訴	T	50	no	yes	yes	no
\u8A36	訶	T	7	no	yes	yes	no
\u8A38	訸	U	0	no	no	yes	no
\u8A39	訹	B	1	no	yes	yes	no
\u8A3A	診	T	34	no	yes	yes	no
\u8A3B	註	T	23	no	yes	yes	no
\u8A3C	証	T	1	no	yes	yes	no
\u8A3D	訽	U	0	no	no	yes	no
\u8A3E	訾	B	4	yes	yes	yes	yes
\u8A3F	訿	U	0	no	yes	yes	no
\u8A40	詀	B	1	no	yes	yes	no
\u8A41	詁	T	3	no	yes	yes	no
\u8A44	詄	U	0	no	yes	yes	no
\u8A45	詅	B	1	no	yes	yes	no
\u8A46	詆	T	4	no	yes	yes	no
\u8A47	詇	U	0	no	no	yes	no
\u8A48	詈	B	3	yes	yes	yes	yes
\u8A49	詉	U	0	no	no	yes	no
\u8A4A	詊	B	1	no	yes	yes	no
\u8A4B	詋	U	0	no	no	yes	no
\u8A4C	詌	U	0	no	yes	yes	no
\u8A4D	詍	U	0	no	yes	yes	no
\u8A4E	詎	T	1	no	yes	yes	no
\u8A4F	詏	U	0	no	yes	yes	no
\u8A50	詐	T	33	no	yes	yes	no
\u8A51	詑	B	1	no	yes	yes	no
\u8A52	詒	T	2	no	yes	yes	no
\u8A54	詔	T	16	no	yes	yes	no
\u8A55	評	T	68	no	yes	yes	no
\u8A56	詖	T	1	no	yes	yes	no
\u8A57	詗	T	1	no	yes	yes	no
\u8A58	詘	T	1	no	yes	yes	no
\u8A59	詙	U	0	no	yes	yes	no
\u8A5A	詚	U	0	no	no	yes	no
\u8A5B	詛	T	3	no	yes	yes	no
\u8A5D	詝	B	2	no	no	no	no
\u8A5E	詞	T	275	no	yes	yes	no
\u8A5F	詟	S	1	no	no	yes	no
\u8A60	詠	T	8	no	yes	yes	no
\u8A61	詡	T	2	no	yes	yes	no
\u8A62	詢	T	18	no	yes	yes	no
\u8A63	詣	T	9	no	yes	yes	no
\u8A66	試	T	125	no	yes	yes	no
\u8A67	詧	T	1	no	no	yes	no
\u8A68	詨	B	1	no	yes	yes	no
\u8A69	詩	T	59	no	yes	yes	no
\u8A6B	詫	T	4	no	yes	yes	no
\u8A6C	詬	T	6	no	yes	yes	no
\u8A6D	詭	T	13	no	yes	yes	no
\u8A6E	詮	T	7	no	yes	yes	no
\u8A70	詰	T	5	no	yes	yes	no
\u8A71	話	T	236	no	yes	yes	no
\u8A72	該	T	15	no	yes	yes	no
\u8A73	詳	T	27	no	yes	yes	no
\u8A74	詴	U	0	no	yes	yes	no
\u8A75	詵	T	1	no	yes	yes	no
\u8A76	詶	T	1	no	yes	yes	no
\u8A77	詷	U	0	no	yes	yes	no
\u8A78	詸	B	1	no	no	no	no
\u8A79	詹	B	11	yes	yes	yes	yes
\u8A7A	詺	U	0	no	yes	yes	no
\u8A7B	詻	B	1	no	yes	yes	no
\u8A7C	詼	T	2	no	yes	yes	no
\u8A7E	詾	U	0	no	no	yes	no
\u8A7F	詿	T	1	no	yes	yes	no
\u8A81	誁	U	0	no	yes	yes	no
\u8A82	誂	B	1	no	yes	yes	no
\u8A83	誃	B	1	no	yes	yes	no
\u8A84	誄	T	1	no	yes	yes	no
\u8A85	誅	T	24	no	yes	yes	no
\u8A86	誆	T	2	no	yes	yes	no
\u8A87	誇	T	22	no	yes	yes	no
\u8A89	誉	S	33	yes	no	yes	yes
\u8A8A	誊	S	3	yes	no	yes	yes
\u8A8B	誋	B	1	no	yes	yes	no
\u8A8C	誌	T	19	no	yes	yes	no
\u8A8D	認	T	74	no	yes	yes	no
\u8A8F	誏	U	0	no	yes	yes	no
\u8A90	誐	U	0	no	no	yes	no
\u8A91	誑	T	2	no	yes	yes	no
\u8A92	誒	T	7	no	yes	yes	no
\u8A93	誓	B	28	yes	yes	yes	yes
\u8A94	誔	U	0	no	no	yes	no
\u8A95	誕	T	28	no	yes	yes	no
\u8A96	誖	T	1	no	yes	yes	no
\u8A98	誘	T	25	no	yes	yes	no
\u8A99	誙	B	3	no	yes	yes	no
\u8A9A	誚	T	2	no	yes	yes	no
\u8A9B	誛	U	0	no	no	yes	no
\u8A9C	誜	U	0	no	no	yes	no
\u8A9E	語	T	472	no	yes	yes	no
\u8AA0	誠	T	51	no	yes	yes	no
\u8AA1	誡	T	10	no	yes	yes	no
\u8AA3	誣	T	12	no	yes	yes	no
\u8AA4	誤	T	63	no	yes	yes	no
\u8AA5	誥	T	1	no	yes	yes	no
\u8AA6	誦	T	15	no	yes	yes	no
\u8AA7	誧	B	1	no	yes	yes	no
\u8AA8	誨	T	9	no	yes	yes	no
\u8AA9	誩	U	0	no	no	yes	no
\u8AAA	說	T	230	no	yes	yes	no
\u8AAB	誫	U	0	no	yes	yes	no
\u8AAC	説	B	1	no	no	no	no
\u8AAD	読	B	1	no	no	yes	no
\u8AAE	誮	U	0	no	no	yes	no
\u8AAF	誯	B	1	no	no	yes	no
\u8AB0	誰	T	12	no	yes	yes	no
\u8AB2	課	T	56	no	yes	yes	no
\u8AB4	誴	U	0	no	no	yes	no
\u8AB6	誶	T	1	no	yes	yes	no
\u8AB8	誸	U	0	no	yes	yes	no
\u8AB9	誹	T	4	no	yes	yes	no
\u8ABA	誺	U	0	no	yes	yes	no
\u8ABB	誻	U	0	no	yes	yes	no
\u8ABC	誼	T	21	no	yes	yes	no
\u8ABD	誽	U	0	no	yes	yes	no
\u8ABE	誾	T	2	no	yes	yes	no
\u8ABF	調	T	229	no	yes	yes	no
\u8AC0	諀	U	0	no	yes	yes	no
\u8AC2	諂	T	4	no	yes	yes	no
\u8AC3	諃	U	0	no	yes	yes	no
\u8AC4	諄	T	5	no	yes	yes	no
\u8AC5	諅	U	0	no	yes	yes	no
\u8AC6	諆	B	1	no	yes	yes	no
\u8AC7	談	T	96	no	yes	yes	no
\u8AC8	諈	U	0	no	yes	yes	no
\u8AC9	諉	T	4	no	yes	yes	no
\u8ACB	請	T	60	no	yes	yes	no
\u8ACC	諌	B	1	no	no	yes	no
\u8ACD	諍	T	8	no	yes	yes	no
\u8ACE	諎	U	0	no	no	yes	no
\u8ACF	諏	T	1	no	yes	yes	no
\u8AD0	諐	T	1	no	no	no	no
\u8AD1	諑	T	1	no	yes	yes	no
\u8AD2	諒	T	5	no	yes	yes	no
\u8AD3	諓	U	0	no	yes	yes	no
\u8AD4	諔	U	0	no	yes	yes	no
\u8AD5	諕	B	1	no	yes	yes	no
\u8AD6	論	T	212	no	yes	yes	no
\u8AD7	諗	T	1	no	yes	yes	no
\u8AD8	諘	U	0	no	yes	yes	no
\u8AD9	諙	T	1	no	yes	yes	no
\u8ADA	諚	U	0	no	no	yes	no
\u8ADB	諛	T	5	no	yes	yes	no
\u8ADC	諜	T	10	no	yes	yes	no
\u8ADD	諝	T	1	no	yes	yes	no
\u8ADE	諞	T	1	no	yes	yes	no
\u8ADF	諟	B	1	no	yes	yes	no
\u8AE0	諠	T	2	no	yes	yes	no
\u8AE1	諡	T	2	no	yes	yes	no
\u8AE2	諢	T	3	no	yes	yes	no
\u8AE3	諣	U	0	no	no	yes	no
\u8AE4	諤	T	3	no	yes	yes	no
\u8AE5	諥	U	0	no	no	yes	no
\u8AE6	諦	T	9	no	yes	yes	no
\u8AE7	諧	T	29	no	yes	yes	no
\u8AE8	諨	U	0	no	yes	yes	no
\u8AEA	諪	U	0	no	no	yes	no
\u8AEB	諫	T	15	no	yes	yes	no
\u8AED	諭	T	12	no	yes	yes	no
\u8AEE	諮	T	4	no	yes	yes	no
\u8AEF	諯	U	0	no	yes	yes	no
\u8AF0	諰	U	0	no	yes	yes	no
\u8AF1	諱	T	13	no	yes	yes	no
\u8AF2	諲	U	0	no	yes	yes	no
\u8AF3	諳	T	3	no	yes	yes	no
\u8AF4	諴	B	1	no	yes	yes	no
\u8AF5	諵	B	1	no	yes	yes	no
\u8AF6	諶	T	2	no	yes	yes	no
\u8AF7	諷	T	9	no	yes	yes	no
\u8AF8	諸	T	49	no	yes	yes	no
\u8AF9	諹	U	0	no	no	yes	no
\u8AFA	諺	T	10	no	yes	yes	no
\u8AFB	諻	U	0	no	yes	yes	no
\u8AFC	諼	T	1	no	yes	yes	no
\u8AFE	諾	T	109	no	yes	yes	no
\u8AFF	諿	U	0	no	yes	yes	no
\u8B00	謀	T	81	no	yes	yes	no
\u8B01	謁	T	8	no	yes	yes	no
\u8B02	謂	T	17	no	yes	yes	no
\u8B03	謃	U	0	no	no	yes	no
\u8B04	謄	T	3	no	yes	yes	no
\u8B05	謅	T	10	no	yes	yes	no
\u8B06	謆	B	1	no	yes	yes	no
\u8B07	謇	B	1	yes	yes	yes	yes
\u8B08	謈	U	0	no	yes	yes	no
\u8B0A	謊	T	20	no	yes	yes	no
\u8B0B	謋	B	1	no	yes	yes	no
\u8B0C	謌	T	1	no	no	yes	no
\u8B0D	謍	B	1	no	yes	yes	no
\u8B0E	謎	T	15	no	yes	yes	no
\u8B0F	謏	B	2	no	yes	yes	no
\u8B10	謐	T	4	no	yes	yes	no
\u8B11	謑	B	1	no	yes	yes	no
\u8B12	謒	U	0	no	yes	yes	no
\u8B13	謓	U	0	no	yes	yes	no
\u8B14	謔	T	10	no	yes	yes	no
\u8B15	謕	U	0	no	yes	yes	no
\u8B16	謖	T	1	no	yes	yes	no
\u8B17	謗	T	3	no	yes	yes	no
\u8B18	謘	U	0	no	yes	yes	no
\u8B19	謙	T	17	no	yes	yes	no
\u8B1A	謚	T	2	no	yes	yes	no
\u8B1B	講	T	59	no	yes	yes	no
\u8B1C	謜	U	0	no	yes	yes	no
\u8B1D	謝	T	72	no	yes	yes	no
\u8B1E	謞	U	0	no	yes	yes	no
\u8B1F	謟	U	0	no	no	yes	no
\u8B20	謠	T	12	no	yes	yes	no
\u8B21	謡	B	1	no	no	yes	no
\u8B22	謢	U	0	no	yes	yes	no
\u8B23	謣	U	0	no	yes	yes	no
\u8B24	謤	U	0	no	yes	yes	no
\u8B25	謥	U	0	no	yes	yes	no
\u8B26	謦	B	1	yes	yes	yes	yes
\u8B27	謧	U	0	no	yes	yes	no
\u8B28	謨	T	6	no	yes	yes	no
\u8B29	謩	T	1	no	no	no	no
\u8B2A	謪	B	1	no	yes	yes	no
\u8B2B	謫	T	5	no	yes	yes	no
\u8B2C	謬	T	19	no	yes	yes	no
\u8B2D	謭	U	0	no	no	yes	no
\u8B2E	謮	U	0	no	yes	yes	no
\u8B2F	謯	U	0	no	yes	yes	no
\u8B30	謰	U	0	no	yes	yes	no
\u8B31	謱	U	0	no	yes	yes	no
\u8B33	謳	T	4	no	yes	yes	no
\u8B35	謵	U	0	no	yes	yes	no
\u8B36	謶	U	0	no	yes	yes	no
\u8B37	謷	B	1	no	yes	yes	no
\u8B39	謹	T	11	no	yes	yes	no
\u8B3A	謺	U	0	no	yes	yes	no
\u8B3B	謻	U	0	no	yes	yes	no
\u8B3C	謼	B	1	no	yes	yes	no
\u8B3D	謽	U	0	no	yes	yes	no
\u8B3E	謾	T	3	no	yes	yes	no
\u8B3F	謿	U	0	no	no	yes	no
\u8B40	譀	U	0	no	yes	yes	no
\u8B41	譁	T	2	no	yes	yes	no
\u8B42	譂	U	0	no	yes	yes	no
\u8B43	譃	U	0	no	no	yes	no
\u8B45	譅	B	1	no	yes	yes	no
\u8B46	譆	T	1	no	yes	yes	no
\u8B47	譇	U	0	no	yes	yes	no
\u8B48	譈	B	1	no	yes	yes	no
\u8B49	證	T	181	no	yes	yes	no
\u8B4A	譊	B	1	no	yes	yes	no
\u8B4B	譋	U	0	no	yes	yes	no
\u8B4C	譌	T	1	no	no	yes	no
\u8B4D	譍	U	0	no	no	yes	no
\u8B4E	譎	T	3	no	yes	yes	no
\u8B4F	譏	T	6	no	yes	yes	no
\u8B50	譐	U	0	no	yes	yes	no
\u8B51	譑	U	0	no	yes	yes	no
\u8B52	譒	B	1	no	yes	yes	no
\u8B53	譓	U	0	no	yes	yes	no
\u8B54	譔	T	1	no	yes	yes	no
\u8B55	譕	U	0	no	yes	yes	no
\u8B56	譖	T	2	no	yes	yes	no
\u8B57	譗	U	0	no	yes	yes	no
\u8B58	識	T	133	no	yes	yes	no
\u8B59	譙	T	7	no	yes	yes	no
\u8B5A	譚	T	10	no	yes	yes	no
\u8B5B	譛	U	0	no	no	yes	no
\u8B5C	譜	T	67	no	yes	yes	no
\u8B5D	譝	U	0	no	yes	yes	no
\u8B5E	譞	B	1	no	no	yes	no
\u8B5F	譟	T	1	no	yes	yes	no
\u8B60	譠	U	0	no	yes	yes	no
\u8B61	譡	B	1	no	no	no	no
\u8B62	譢	U	0	no	no	yes	no
\u8B63	譣	U	0	no	yes	yes	no
\u8B64	譤	U	0	no	no	yes	no
\u8B65	譥	U	0	no	yes	yes	no
\u8B66	警	B	103	yes	yes	yes	yes
\u8B67	譧	U	0	no	yes	yes	no
\u8B68	譨	U	0	no	yes	yes	no
\u8B69	譩	B	1	no	no	yes	no
\u8B6A	譪	U	0	no	yes	yes	no
\u8B6B	譫	T	2	no	yes	yes	no
\u8B6C	譬	B	3	yes	yes	yes	yes
\u8B6D	譭	T	3	no	yes	yes	no
\u8B6F	譯	T	44	no	yes	yes	no
\u8B70	議	T	137	no	yes	yes	no
\u8B71	譱	B	1	no	no	no	no
\u8B72	譲	B	1	no	no	yes	no
\u8B74	譴	T	3	no	yes	yes	no
\u8B77	護	T	119	no	yes	yes	no
\u8B78	譸	T	1	no	yes	yes	no
\u8B79	譹	B	1	no	yes	yes	no
\u8B7A	譺	U	0	no	yes	yes	no
\u8B7B	譻	U	0	no	yes	yes	no
\u8B7D	譽	T	33	no	yes	yes	no
\u8B7E	譾	T	1	no	yes	yes	no
\u8B7F	譿	U	0	no	yes	yes	no
\u8B80	讀	T	101	no	yes	yes	no
\u8B81	讁	T	1	no	no	yes	no
\u8B82	讂	U	0	no	yes	yes	no
\u8B83	讃	T	1	no	no	yes	no
\u8B84	讄	U	0	no	yes	yes	no
\u8B85	讅	T	1	no	yes	yes	no
\u8B86	讆	B	1	no	yes	yes	no
\u8B87	讇	B	1	no	no	no	no
\u8B88	讈	U	0	no	yes	yes	no
\u8B8A	變	T	268	no	yes	yes	no
\u8B8B	讋	T	1	no	yes	yes	no
\u8B8C	讌	T	3	no	yes	yes	no
\u8B8E	讎	T	1	no	yes	yes	no
\u8B8F	讏	B	1	no	no	yes	no
\u8B90	讐	B	1	no	no	yes	no
\u8B92	讒	T	6	no	yes	yes	no
\u8B93	讓	T	46	no	yes	yes	no
\u8B94	讔	U	0	no	yes	yes	no
\u8B95	讕	T	4	no	yes	yes	no
\u8B96	讖	T	3	no	yes	yes	no
\u8B98	讘	B	1	no	yes	yes	no
\u8B99	讙	T	1	no	yes	yes	no
\u8B9A	讚	T	13	no	yes	yes	no
\u8B9B	讛	U	0	no	no	yes	no
\u8B9C	讜	T	1	no	yes	yes	no
\u8B9D	讝	U	0	no	no	yes	no
\u8B9E	讞	T	2	no	yes	yes	no
\u8B9F	讟	B	1	no	yes	yes	no
\u8BA0	讠	S	1	yes	no	yes	yes
\u8BA1	计	S	227	yes	no	yes	yes
\u8BA2	订	S	45	yes	no	yes	yes
\u8BA3	讣	S	3	yes	no	yes	yes
\u8BA4	认	S	74	yes	no	yes	yes
\u8BA5	讥	S	6	yes	no	yes	yes
\u8BA6	讦	S	2	yes	no	yes	yes
\u8BA7	讧	S	2	yes	no	yes	yes
\u8BA8	讨	S	59	yes	no	yes	yes
\u8BA9	让	S	46	yes	no	yes	yes
\u8BAA	讪	S	7	yes	no	yes	yes
\u8BAB	讫	S	5	yes	no	yes	yes
\u8BAC	讬	S	1	no	no	yes	no
\u8BAD	训	S	48	yes	no	yes	yes
\u8BAE	议	S	137	yes	no	yes	yes
\u8BAF	讯	S	61	yes	no	yes	yes
\u8BB0	记	S	190	yes	no	yes	yes
\u8BB1	讱	S	1	no	no	yes	no
\u8BB2	讲	S	59	yes	no	yes	yes
\u8BB3	讳	S	13	yes	no	yes	yes
\u8BB4	讴	S	4	yes	no	yes	yes
\u8BB5	讵	S	1	yes	no	yes	yes
\u8BB6	讶	S	4	yes	no	yes	yes
\u8BB7	讷	S	14	yes	no	yes	yes
\u8BB8	许	S	64	yes	no	yes	yes
\u8BB9	讹	S	11	yes	no	yes	yes
\u8BBA	论	S	212	yes	no	yes	yes
\u8BBB	讻	U	0	no	no	yes	no
\u8BBC	讼	S	16	yes	no	yes	yes
\u8BBD	讽	S	9	yes	no	yes	yes
\u8BBE	设	S	99	yes	no	yes	yes
\u8BBF	访	S	64	yes	no	yes	yes
\u8BC0	诀	S	8	yes	no	yes	yes
\u8BC1	证	S	182	yes	no	yes	yes
\u8BC2	诂	S	3	yes	no	yes	yes
\u8BC3	诃	S	7	yes	no	yes	yes
\u8BC4	评	S	68	yes	no	yes	yes
\u8BC5	诅	S	3	yes	no	yes	yes
\u8BC6	识	S	133	yes	no	yes	yes
\u8BC7	诇	S	1	no	no	yes	no
\u8BC8	诈	S	33	yes	no	yes	yes
\u8BC9	诉	S	50	yes	no	yes	yes
\u8BCA	诊	S	34	yes	no	yes	yes
\u8BCB	诋	S	4	yes	no	yes	yes
\u8BCC	诌	S	10	yes	no	yes	yes
\u8BCD	词	S	276	yes	no	yes	yes
\u8BCE	诎	S	1	yes	no	yes	yes
\u8BCF	诏	S	16	yes	no	yes	yes
\u8BD0	诐	S	1	no	no	yes	no
\u8BD1	译	S	44	yes	no	yes	yes
\u8BD2	诒	S	2	yes	no	yes	yes
\u8BD3	诓	S	2	yes	no	yes	yes
\u8BD4	诔	S	1	yes	no	yes	yes
\u8BD5	试	S	125	yes	no	yes	yes
\u8BD6	诖	S	1	yes	no	yes	yes
\u8BD7	诗	S	59	yes	no	yes	yes
\u8BD8	诘	S	5	yes	no	yes	yes
\u8BD9	诙	S	2	yes	no	yes	yes
\u8BDA	诚	S	51	yes	no	yes	yes
\u8BDB	诛	S	24	yes	no	yes	yes
\u8BDC	诜	S	1	yes	no	yes	yes
\u8BDD	话	S	237	yes	no	yes	yes
\u8BDE	诞	S	28	yes	no	yes	yes
\u8BDF	诟	S	6	yes	no	yes	yes
\u8BE0	诠	S	7	yes	no	yes	yes
\u8BE1	诡	S	13	yes	no	yes	yes
\u8BE2	询	S	18	yes	no	yes	yes
\u8BE3	诣	S	9	yes	no	yes	yes
\u8BE4	诤	S	8	yes	no	yes	yes
\u8BE5	该	S	15	yes	no	yes	yes
\u8BE6	详	S	27	yes	no	yes	yes
\u8BE7	诧	S	4	yes	no	yes	yes
\u8BE8	诨	S	3	yes	no	yes	yes
\u8BE9	诩	S	2	yes	no	yes	yes
\u8BEA	诪	S	1	no	no	yes	no
\u8BEB	诫	S	10	yes	no	yes	yes
\u8BEC	诬	S	12	yes	no	yes	yes
\u8BED	语	S	472	yes	no	yes	yes
\u8BEE	诮	S	2	yes	no	yes	yes
\u8BEF	误	S	63	yes	no	yes	yes
\u8BF0	诰	S	1	yes	no	yes	yes
\u8BF1	诱	S	25	yes	no	yes	yes
\u8BF2	诲	S	9	yes	no	yes	yes
\u8BF3	诳	S	2	yes	no	yes	yes
\u8BF4	说	S	230	yes	no	yes	yes
\u8BF5	诵	S	15	yes	no	yes	yes
\u8BF6	诶	S	7	yes	no	yes	yes
\u8BF7	请	S	60	yes	no	yes	yes
\u8BF8	诸	S	49	yes	no	yes	yes
\u8BF9	诹	S	1	yes	no	yes	yes
\u8BFA	诺	S	109	yes	no	yes	yes
\u8BFB	读	S	101	yes	no	yes	yes
\u8BFC	诼	S	1	yes	no	yes	yes
\u8BFD	诽	S	4	yes	no	yes	yes
\u8BFE	课	S	56	yes	no	yes	yes
\u8BFF	诿	S	4	yes	no	yes	yes
\u8C00	谀	S	5	yes	no	yes	yes
\u8C01	谁	S	12	yes	no	yes	yes
\u8C02	谂	S	1	yes	no	yes	yes
\u8C03	调	S	229	yes	no	yes	yes
\u8C04	谄	S	4	yes	no	yes	yes
\u8C05	谅	S	5	yes	no	yes	yes
\u8C06	谆	S	5	yes	no	yes	yes
\u8C07	谇	S	1	yes	no	yes	yes
\u8C08	谈	S	96	yes	no	yes	yes
\u8C09	谉	S	1	no	no	yes	no
\u8C0A	谊	S	21	yes	no	yes	yes
\u8C0B	谋	S	81	yes	no	yes	yes
\u8C0C	谌	S	2	yes	no	yes	yes
\u8C0D	谍	S	10	yes	no	yes	yes
\u8C0E	谎	S	20	yes	no	yes	yes
\u8C0F	谏	S	15	yes	no	yes	yes
\u8C10	谐	S	29	yes	no	yes	yes
\u8C11	谑	S	10	yes	no	yes	yes
\u8C12	谒	S	8	yes	no	yes	yes
\u8C13	谓	S	17	yes	no	yes	yes
\u8C14	谔	S	3	yes	no	yes	yes
\u8C15	谕	S	12	yes	no	yes	yes
\u8C16	谖	S	1	yes	no	yes	yes
\u8C17	谗	S	6	yes	no	yes	yes
\u8C18	谘	S	4	yes	no	yes	yes
\u8C19	谙	S	3	yes	no	yes	yes
\u8C1A	谚	S	10	yes	no	yes	yes
\u8C1B	谛	S	9	yes	no	yes	yes
\u8C1C	谜	S	15	yes	no	yes	yes
\u8C1D	谝	S	1	yes	no	yes	yes
\u8C1E	谞	S	1	no	no	yes	no
\u8C1F	谟	S	7	yes	no	yes	yes
\u8C20	谠	S	1	yes	no	yes	yes
\u8C21	谡	S	1	yes	no	yes	yes
\u8C22	谢	S	72	yes	no	yes	yes
\u8C23	谣	S	12	yes	no	yes	yes
\u8C24	谤	S	3	yes	no	yes	yes
\u8C25	谥	S	4	yes	no	yes	yes
\u8C26	谦	S	17	yes	no	yes	yes
\u8C27	谧	S	4	yes	no	yes	yes
\u8C28	谨	S	11	yes	no	yes	yes
\u8C29	谩	S	3	yes	no	yes	yes
\u8C2A	谪	S	6	yes	no	yes	yes
\u8C2B	谫	S	1	yes	no	yes	yes
\u8C2C	谬	S	19	yes	no	yes	yes
\u8C2D	谭	S	10	yes	no	yes	yes
\u8C2E	谮	S	2	yes	no	yes	yes
\u8C2F	谯	S	7	yes	no	yes	yes
\u8C30	谰	S	4	yes	no	yes	yes
\u8C31	谱	S	67	yes	no	yes	yes
\u8C32	谲	S	3	yes	no	yes	yes
\u8C33	谳	S	2	yes	no	yes	yes
\u8C34	谴	S	3	yes	no	yes	yes
\u8C35	谵	S	2	yes	no	yes	yes
\u8C36	谶	S	3	yes	no	yes	yes
\u8C37	谷	B	115	yes	yes	yes	yes
\u8C39	谹	U	0	no	yes	yes	no
\u8C3B	谻	U	0	no	yes	yes	no
\u8C3C	谼	U	0	no	yes	yes	no
\u8C3D	谽	B	1	no	yes	yes	no
\u8C3E	谾	U	0	no	yes	yes	no
\u8C3F	谿	T	2	no	yes	yes	no
\u8C41	豁	B	12	yes	yes	yes	yes
\u8C42	豂	U	0	no	yes	yes	no
\u8C43	豃	U	0	no	yes	yes	no
\u8C45	豅	U	0	no	yes	yes	no
\u8C46	豆	B	136	yes	yes	yes	yes
\u8C47	豇	B	2	yes	yes	yes	yes
\u8C48	豈	T	7	no	yes	yes	no
\u8C49	豉	B	4	yes	yes	yes	yes
\u8C4A	豊	B	2	no	yes	yes	no
